Year,Country Name,Country Code,Current GDP ($),GDP growth (annual %),GDP per capita ($),Gini index,%individuals using internet,Interest payments (% of expense),Interest payments (% of revenue),Land area (sq.km),Life expectancy at birth,Military expenditure (% of GDP)
2019,Timor-Leste,TLS,2047931700,19.5358102438791,1583.71357646622,..,..,0.125710820208929,0.0817332683935904,14870,69.495,1.2321414504816
2016,Togo,TGO,6031632168.17391,5.55907930535146,803.1518934041,..,11.31,12.826365032502,10.3948376683608,54390,60.22,1.84038238724014
2019,Togo,TGO,7220395247.7424,5.45992144835783,893.352454121675,..,19.3,15.6434151589349,11.4953861923116,54390,61.042,3.14621707722131
2020,Togo,TGO,7574636978.66173,1.75282496719069,914.950792453212,..,..,..,..,54390,..,2.0142400184783
2017,Togo,TGO,6395472574.41445,4.34774823822544,830.745276651438,..,12.36022497,11.3841202698185,7.96432551232141,54390,60.489,1.87454228815956
2018,Togo,TGO,7112200725.00232,4.97621309973984,901.523016898937,..,15.5,13.220671126281,9.89769001763765,54390,60.76,1.96333243100018
2018,Tonga,TON,489235527.395387,0.300009403851803,4740.70027224476,..,..,..,..,720,70.801,..
2020,Tonga,TON,488829964.070819,0.654698595700353,4624.82344882844,..,..,..,..,720,..,..
2017,Tonga,TON,460379144.989821,3.32243254438831,4513.4325306349,..,41.24872764,..,..,720,70.701,..
2019,Tonga,TON,512350059.421629,0.734030017207445,4903.01213835449,..,..,..,..,720,70.907,..
2016,Tonga,TON,420540178.571429,6.57100050107448,4157.87724876095,..,39.95,..,..,720,70.607,..
2018,Trinidad and Tobago,TTO,23679919654.9891,0.0660497745971185,17037.8623561897,..,..,9.44073114979775,10.0120685291663,5130,73.38,0.687787710419977
2020,Trinidad and Tobago,TTO,21588037504.9992,-7.85393994847536,15425.6351094785,..,..,..,..,5130,..,0.684735519566895
2019,Trinidad and Tobago,TTO,23208326547.5327,-1.24642733552926,16637.1629387697,..,..,..,..,5130,73.507,0.707947748096899
2017,Trinidad and Tobago,TTO,22385426653.883,-2.98734019720676,16173.7400502023,..,77.32605293,7.04776497959138,8.0705638068762,5130,73.245,0.88503952327773
2016,Trinidad and Tobago,TTO,22386264807.3174,-5.60181813910879,16250.6286879928,..,73.29694122,7.04776497959138,8.0705638068762,5130,73.1,0.953650060137164
2020,Tunisia,TUN,41620349986.3089,-9.18237259399903,3521.59194808639,..,..,..,..,155360,..,2.90774446975491
2017,Tunisia,TUN,42163974956.4834,2.24420096790901,3687.77746085503,..,55.50015506,..,..,155360,76.31,2.14430210709986
2019,Tunisia,TUN,41804581484.3655,1.40197667646078,3574.65402418454,..,66.6999983,..,..,155360,76.699,2.56455933176895
2016,Tunisia,TUN,44360775649.1664,1.11742585685852,3924.36334591653,..,49.59999484,..,..,155360,76.115,2.36081973711756
2018,Tunisia,TUN,42570270107.1147,2.51090707193929,3680.89259713943,..,64.19081023,..,..,155360,76.505,2.11338486121235
2019,Turkey,TUR,761004425605.414,0.889585160591679,9121.51516673708,41.9,73.97670281,6.87466588099144,7.90629164884912,769630,77.691,2.71027354687973
2020,Turkey,TUR,719954821683.31,1.79355139618684,8536.43331960632,..,77.66956038,9.01942541573529,10.045655431081,769630,..,2.77247201881667
2017,Turkey,TUR,858996263095.858,7.50199748917491,10589.667724687,41.4,64.68461768,6.42555578904434,6.89391661988913,769630,77.161,2.05006581752215
2018,Turkey,TUR,778471901665.148,2.97988523467896,9454.34844272271,41.9,71.04276084,8.29743457519086,9.05778411595685,769630,77.437,2.52400302598215
2016,Turkey,TUR,869692960365.551,3.32308420845746,10894.6033779275,41.9,58.34773401,6.20122863882212,6.11131231932165,769630,76.86,2.05032460503249
2016,Turkmenistan,TKM,36169428571.4286,6.1999999664301,6387.68257527254,..,17.99032446,..,..,469930,67.835,..
2017,Turkmenistan,TKM,37926285714.2857,6.50000004682975,6587.09260439788,..,21.25099741,..,..,469930,67.956,..
2018,Turkmenistan,TKM,40765428571.4286,6.19999994137119,6967.37504258806,..,..,..,..,469930,68.073,..
2019,Turkmenistan,TKM,45231428571.4286,6.3,7612.03518009452,..,..,..,..,469930,68.191,..
2020,Turkmenistan,TKM,..,..,..,..,..,..,..,469930,..,..
2018,Turks and Caicos Islands,TCA,1113178000,5.61095461704357,29553.1366979053,..,..,..,..,950,..,..
2017,Turks and Caicos Islands,TCA,1022365000,-2.490222604148,27545.1287854295,..,..,..,..,950,..,..
2020,Turks and Caicos Islands,TCA,924583000,-26.7828754013661,23879.9266491038,..,..,..,..,950,..,..
2016,Turks and Caicos Islands,TCA,1032452000,7.25118627570257,28241.479293178,..,..,..,..,950,..,..
2019,Turks and Caicos Islands,TCA,1197415000,5.32455729668722,31350.8666282662,..,..,..,..,950,..,..
2019,Tuvalu,TUV,47271463.3298575,9.75609756097562,4055.89560959738,..,..,..,..,30,..,..
2017,Tuvalu,TUV,40619251.9926426,4.09401771680183,3574.06528751804,..,49.31833862,..,..,30,..,..
2018,Tuvalu,TUV,42588164.9731022,2.49999999999999,3701.70925450693,..,..,..,..,30,..,..
2020,Tuvalu,TUV,48855550.2030142,4.40000000000001,4143.10975263011,..,..,..,..,30,..,..
2016,Tuvalu,TUV,36547799.583705,3.03472315323769,3253.89953558627,..,46.00915151,..,..,30,..,..
2017,Uganda,UGA,30744473911.5312,3.13140551785879,746.830752928351,..,..,19.3191882082509,16.6628414335803,200520,62.516,1.09607893181569
2016,Uganda,UGA,29203988814.8973,4.78100029144677,736.559847412133,42.8,..,14.7882598730963,13.2631569605907,200520,61.986,1.04565622418992
2019,Uganda,UGA,35353060634.2022,6.43874503365606,798.585734133959,..,..,14.145647049462,13.1730866099453,200520,63.368,1.76979807870097
2020,Uganda,UGA,37600368180.9399,2.9513064215777,822.027681531666,..,..,..,..,200520,..,2.59714466527543
2018,Uganda,UGA,32927025573.4296,6.30392378090806,770.600784343292,..,..,15.8516262826582,14.5194184770642,200520,62.973,1.22563154674203
2016,Ukraine,UKR,93355993628.5042,2.4409819445784,2187.73050991433,25,53.0009696,12.1839336749485,12.9370748758,579290,71.4763414634146,3.15477660251022
2017,Ukraine,UKR,112090530368.543,2.35997228099491,2638.3260548504,26,58.88947945,11.1271210556422,11.390656032945,579300,71.7809756097561,2.88440151897159
2018,Ukraine,UKR,130891049796.879,3.4883623420827,3096.56169661923,26.1,62.55315539,9.77739067703411,10.0865131509498,579400,71.5826829268293,3.19235326531891
2020,Ukraine,UKR,155498989149.587,-4.00000610071135,3724.93843689756,..,..,..,..,579400,..,4.12919832120276
2019,Ukraine,UKR,153882982016.281,3.19950386231294,3661.45620430228,26.6,70.1248443,9.12210732333009,9.38918966102365,579400,71.8273170731707,3.52248527087751
2017,United Arab Emirates,ARE,385605506848.196,2.37355105709227,40644.7911901772,..,94.81992254,0,0,71020,77.647,..
2019,United Arab Emirates,ARE,417215559513.364,3.41153868634566,42701.4430454782,..,99.14999998,0.00262246066461138,0.00201529963006026,71020,77.972,..
2018,United Arab Emirates,ARE,422215043594.282,1.18985564163665,43839.3244866903,26,98.45000178,0,0,71020,77.814,..
2020,United Arab Emirates,ARE,358868765174.924,-6.13450080253007,36284.5552429552,..,100,..,..,71020,..,..
2016,United Arab Emirates,ARE,357045064669.843,2.98421609131721,38141.8671313451,..,90.60000732,0,0,71020,77.47,..
2017,United Kingdom,GBR,2699016715111.39,2.13445309331686,40857.7555829627,35.1,90.42455049,7.1023110705053,7.45116246140105,241930,81.2560975609756,1.94632499636255
2016,United Kingdom,GBR,2722851958486.23,2.26346353784494,41499.5557033073,34.8,94.77580063,6.30364524914813,6.799098179856,241930,81.1560975609756,1.98143825493354
2019,United Kingdom,GBR,2878673912414.44,1.67194419724758,43070.4983595888,..,92.51662855,5.72171078172629,5.95719287687023,241930,81.2048780487805,2.01300457304406
2018,United Kingdom,GBR,2900791442554.06,1.65092549602133,43646.9519711493,..,90.69200899,6.54341435867959,6.84248613009568,241930,81.2560975609756,1.94875570783718
2020,United Kingdom,GBR,2759804061837.07,-9.39616000598907,41059.1688090547,..,94.81820132,..,..,241930,..,2.2465466792599
2016,United States,USA,18745075687000,1.71142677366849,58021.4004997125,41.1,85.54442129,10.743361988895,12.9852200582232,9147420,78.5390243902439,3.41894233677988
2019,United States,USA,21433224697000,2.16117651518969,65279.5290260953,..,89.43028486,11.9761821175907,15.5412212909255,9147420,78.7878048780488,3.42708018052996
2018,United States,USA,20611860934000,2.99646435222829,63064.4184096731,41.4,88.49890317,11.758435496794,14.9950778032214,9147420,78.6390243902439,3.31624880838269
2017,United States,USA,19542979183000,2.33267939548638,60109.6557260477,41.2,87.27488917,10.933895513731,12.4899330393103,9147420,78.5390243902439,3.31338129427849
2020,United States,USA,20953030000000,-3.40459157333871,63593.4436209541,..,..,8.05044509810486,15.0626429332234,9147420,..,3.74116009078512
2018,Upper middle income,UMC,23638682947940,4.92552207343118,9468.93298334383,..,63.2986404272796,8.34470156197486,7.305300015737,53567577.2,75.7450183412558,1.78180862266935
2017,Upper middle income,UMC,21939479714731.7,5.20522742794094,8846.47638579569,..,58.7554968378212,7.10152213998639,6.89391661988913,53578427.8,75.5337170574311,1.80957715669338
2019,Upper middle income,UMC,24035310180476.7,4.12097655734989,9572.87278662793,..,67.834764862335,7.14307770547385,7.90629164884912,53567577.2,75.9469313874618,1.79776561585525
2020,Upper middle income,UMC,23150665555175.7,-0.713231664785411,9177.84043725712,..,72.8880868197518,..,..,53567577.2,..,1.86168440331405
2016,Upper middle income,UMC,19820564982787.2,4.23416056543992,8053.16788417431,..,56.0148405983903,7.45555112796785,7.84060442079528,53578663.5,75.2661658176758,1.88180825496587
2017,Uruguay,URY,64233966861.2518,1.62775397322494,18690.8938401411,39.5,70.3223544,7.89151693690971,8.30076563456479,175020,77.632,1.95692291601638
2016,Uruguay,URY,57236652490.1699,1.68979816429228,16715.6334746253,39.7,66.4,6.97716633468581,7.42200636876102,175020,77.498,1.87346379773286
2018,Uruguay,URY,64515038268.1373,0.477907183899063,18703.8602924478,39.7,80.72684288,8.09249449441334,8.23702296553883,175020,77.77,2.13394863623092
2020,Uruguay,URY,53628827440.3582,-5.85872124345026,15438.4116657291,..,..,..,..,175020,..,2.3214604777572
2019,Uruguay,URY,61231149880.5857,0.350447153086122,17688.01500769,39.7,83.35153377,7.41744870097416,7.76308622488899,175020,77.911,2.05981900032694
2018,Uzbekistan,UZB,52633143808.1824,5.35499688821734,1597.0683366109,..,55.20000067,0.372494239998409,0.284610191769451,440555,71.573,3.5554825523167
2016,Uzbekistan,UZB,86138288615.1218,5.93215079992144,2704.67718798168,..,46.79128694,0.152154724137312,0.110555525473012,440588,71.171,..
2017,Uzbekistan,UZB,62081323299.0324,4.39527463345708,1916.76464246779,..,48.69999885,0.23806767615793,0.194564454166463,440587,71.388,..
2020,Uzbekistan,UZB,59929951114.3598,1.71477057564864,1750.69711321291,..,..,..,..,440555,..,..
2019,Uzbekistan,UZB,59907674027.4676,5.7096322218392,1784.00981608195,..,70.4000024,1.16643761745386,0.968946983390222,440555,71.725,..
2017,Vanuatu,VUT,880043553.748442,6.31560419866872,3082.47508309466,..,25.71978784,3.79413445207141,2.98775620895495,12190,70.172,..
2020,Vanuatu,VUT,881547928.58381,-6.81399113238088,2870.08930028914,..,..,..,..,12190,..,..
2019,Vanuatu,VUT,934521604.602009,3.91253473745795,3116.29775912529,..,..,3.14854087535314,2.09647896701742,12190,70.474,..
2018,Vanuatu,VUT,914727908.137793,2.90023027256446,3125.40499918952,..,..,3.71565357370032,2.47561347224071,12190,70.323,..
2016,Vanuatu,VUT,780889605.899977,4.68867782300617,2805.66532016404,..,24,4.19448325522751,3.0797518649729,12190,70.021,..
2019,"Venezuela, RB",VEN,..,..,..,..,..,..,..,882050,72.064,..
2018,"Venezuela, RB",VEN,..,..,..,..,..,..,..,882050,72.128,..
2020,"Venezuela, RB",VEN,..,..,..,..,..,..,..,882050,..,..
2016,"Venezuela, RB",VEN,..,..,..,..,..,..,..,882050,72.405,0.454046014282467
2017,"Venezuela, RB",VEN,..,..,..,..,..,..,..,882050,72.246,2.23333219917076
2019,Vietnam,VNM,261921244843.172,7.0174348821878,2715.27598010995,..,68.66158021,..,..,310070,75.4,..
2018,Vietnam,VNM,245213686369.157,7.07578861674985,2566.4474870063,35.7,69.84792868,..,..,310070,75.317,2.28456986005062
2016,Vietnam,VNM,205276172134.901,6.21081166789992,2192.17448247545,35.3,53,..,..,310070,75.172,2.44296075294715
2017,Vietnam,VNM,223779865815.183,6.8122456596398,2365.52161506114,..,58.14,..,..,310070,75.241,2.26796977611754
2020,Vietnam,VNM,271158442448.537,2.9058355842084,2785.72416087603,..,70.2900004,..,..,310070,..,..
2019,Virgin Islands (U.S.),VIR,4068000000,2.21354166666667,38136.6657604365,..,..,..,..,350,79.6682926829268,..
2018,Virgin Islands (U.S.),VIR,3900000000,1.58730158730158,36448.2574929206,..,..,..,..,350,79.5195121951219,..
2017,Virgin Islands (U.S.),VIR,3794000000,-0.735294117647058,35365.0693039774,..,64.3774943,..,..,350,79.3682926829268,..
2020,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,350,..,..
2016,Virgin Islands (U.S.),VIR,3798000000,1.6008537886873,35324.9748874586,..,59.6083158,..,..,350,79.1682926829268,..
2017,West Bank and Gaza,PSE,16128000000,1.41936756294787,3620.36048715937,..,63.3,..,..,6020,73.74,..
2018,West Bank and Gaza,PSE,16276600000,1.22707737782703,3562.33094270256,..,64.39999371,..,..,6020,73.895,..
2020,West Bank and Gaza,PSE,15561300000,-11.4574515130457,3239.73110812657,..,..,..,..,6020,..,..
2019,West Bank and Gaza,PSE,17133500000,1.36268746558062,3656.85827137011,..,70.6225837,..,..,6020,74.053,..
2016,West Bank and Gaza,PSE,15405400000,8.86461881995935,3527.61382413178,33.7,59.9,..,..,6020,73.589,..
2020,World,WLD,84746979120044.5,-3.29349659895067,10918.7228343968,..,..,..,..,129949282.714,..,2.36247261587907
2017,World,WLD,81193291658568.8,3.39442342651519,10798.15276503,..,46.3167640279394,6.42172075451827,6.02498521257341,129956069.099,72.3912421422731,2.17252581307773
2019,World,WLD,87568054407493.1,2.60087776956794,11397.0860002155,..,56.7273890506729,5.90115736419638,5.63923606078512,129949282.714,72.7471316405295,2.18686376026537
2018,World,WLD,86267600625419.4,3.2696726971847,11347.3358468855,..,49.9070493257669,6.49895332931484,6.05096189016267,129949282.714,72.5741022370002,2.14818431448439
2016,World,WLD,76305058874647.8,2.82511802669165,10264.9286617534,..,43.8046671075626,6.30364524914813,6.16221599914444,129956634.129,72.1861063743353,2.21794914047607
2018,"Yemen, Rep.",YEM,21606140907.4454,0.75244741049714,758.145241569423,..,..,..,..,527970,66.096,..
2020,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,527970,..,..
2016,"Yemen, Rep.",YEM,31317365269.4611,-9.37512381761694,1152.7209657707,..,24.57920836,..,..,527970,66.087,..
2019,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,527970,66.125,..
2017,"Yemen, Rep.",YEM,26840128755.3648,-5.07179563883867,964.264810541189,..,26.71835477,..,..,527970,66.086,..
2016,Zambia,ZMB,20958412538.3093,3.77667914626731,1280.80654257604,..,..,21.9730878117026,24.8398072678116,743390,62.464,1.42930471884032
2020,Zambia,ZMB,18110631358.3114,-2.78505506545167,985.132436038869,..,..,..,..,743390,..,1.15422546153367
2019,Zambia,ZMB,23308667781.2258,1.44130602603785,1305.00103080403,..,19,41.9961157356403,44.45389651379,743390,63.886,1.21937450224897
2018,Zambia,ZMB,26311590296.7021,4.03449389667165,1516.36837125728,..,14.2999971,33.7181097423077,33.2072967358825,743390,63.51,1.4094623913248
2017,Zambia,ZMB,25873601260.8353,3.50433609558682,1535.19657398198,..,..,22.8319448041918,24.1498854073841,743390,63.043,1.30959610535596
2020,Zimbabwe,ZWE,18051170798.941,-6.24874822378281,1214.50982023534,..,..,..,..,386850,..,..
2016,Zimbabwe,ZWE,20548678100,0.755869250930601,1464.58895715841,..,23.11998904,2.74795309380209,4.03311602817416,386850,60.294,1.74249355199766
2019,Zimbabwe,ZWE,19284289739.0517,-6.14423631439116,1316.74065692871,50.3,25.1,..,..,386850,61.49,0.698600973197018
2017,Zimbabwe,ZWE,17584890936.6523,4.70949217898975,1235.18903192064,44.3,24.4,3.66933977662925,6.02498521257341,386850,60.812,1.54494805135883
2018,Zimbabwe,ZWE,18115543790.7855,4.82421053956361,1254.64226494434,..,25,9.96257950019241,13.4732819039181,386850,61.195,1.22279496677105
