Year,Country Name,Country Code,GDP (current $),"Compulsory education, duration (years)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, total (%)","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),"Government expenditure on education, total (% of GDP)","Government expenditure on education, total (% of government expenditure)"
2018,Heavily indebted poor countries (HIPC),HPC,768422112077.273,8.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.31093990802765,16.8023643493652
2016,Heavily indebted poor countries (HIPC),HPC,668494140790.382,8.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.09477996826172,14.9912900924683
2019,Heavily indebted poor countries (HIPC),HPC,789831743959.288,8.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.43867993354797,14.5902395248413
2018,High income,HIC,54557477581503.8,10,91.1173477172852,93.3021621704102,90.9182434082031,91.6729125976563,..,..,..,..,..,..,..,..,..,..,..,4.8984899520874,11.7529649734497
2020,High income,HIC,53461077539109.3,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,High income,HIC,55045647599804.8,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,High income,HIC,49096222099382.5,10,93.0493469238281,94.4841613769531,92.362922668457,93.0334892272949,..,..,..,..,..,..,..,..,24.96741,35.58019,22.84284,4.92645978927612,12.89328956604
2017,High income,HIC,51317176380343.4,10,93.5084419250488,94.6126747131348,91.4714508056641,93.2169494628906,..,..,..,..,..,..,..,..,..,..,..,4.88274002075195,11.8638696670532
2017,Honduras,HND,22975415842.4648,12,..,..,92.2021865844727,..,..,..,..,..,..,..,..,..,..,..,..,4.93701982498169,19.6704692840576
2019,Honduras,HND,24915522849.1544,12,..,..,89.9768905639648,..,9.63498973846436,40.2659187316895,..,67.8238983154297,10.0416698455811,29.9429206848145,..,..,..,..,..,4.91284990310669,20.1177406311035
2020,Honduras,HND,23662231633.9139,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.2547702789307
2018,Honduras,HND,23900438563.7271,12,..,..,91.9658584594727,..,9.58257007598877,31.1811904907227,..,59.5486717224121,9.74761009216309,23.0666198730469,..,..,..,..,..,6.05646991729736,23.1551094055176
2016,Honduras,HND,21566622849.6057,12,..,..,90.5201187133789,..,10.5029497146606,33.6950607299805,..,61.2890701293945,10.79065990448,24.6881809234619,..,..,..,..,..,5.15961980819702,18.0094108581543
2019,"Hong Kong SAR, China",HKG,363016373358.517,9,..,..,..,..,..,79.8697662353516,31.0677795410156,95.7155609130859,23.462760925293,63.9573402404785,..,..,..,..,..,3.81060004234314,20.3140106201172
2020,"Hong Kong SAR, China",HKG,346585881503.635,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.4063401222229,20.6210594177246
2018,"Hong Kong SAR, China",HKG,361691522612.745,9,..,..,..,..,..,..,..,..,..,..,..,..,22.08105,31.31521,29.38676,3.32651996612549,18.7878398895264
2017,"Hong Kong SAR, China",HKG,341244161576.759,9,..,..,..,..,..,79.4001693725586,29.1032390594482,95.6606979370117,22.9104995727539,63.267520904541,..,..,21.69319,32.65564,28.49483,3.31010007858276,17.8412799835205
2016,"Hong Kong SAR, China",HKG,320837638328.846,9,..,..,..,..,..,..,..,..,..,..,..,..,21.33549,33.04545,30.43803,3.29264998435974,18.1269607543945
2020,Hungary,HUN,155808436238.487,13,..,..,..,..,24.0824909210205,98.1814270019531,31.7622509002686,99.6724624633789,24.9986801147461,80.0114974975586,11.7679395675659,0.68953001499176,..,..,..,..,..
2017,Hungary,HUN,143136245596.988,13,96.7924194335938,95.612548828125,81.1424789428711,89.8996124267578,..,..,..,..,..,..,..,..,..,..,..,4.61972999572754,9.93560981750488
2016,Hungary,HUN,128636108315.474,13,97.7988586425781,96.7572937011719,83.4946365356445,92.5697326660156,20.4075393676758,97.1764984130859,28.5094604492188,99.5666732788086,21.3962898254395,76.0597763061523,8.65262031555176,0.710449993610382,16.21778,40.20358,16.07903,4.62049007415771,9.86271953582764
2019,Hungary,HUN,163526491433.29,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Hungary,HUN,160586833778.457,13,93.438362121582,92.5518264770508,81.3274612426758,86.4923400878906,..,..,..,..,..,..,..,..,..,..,..,4.62730979919434,10.0750398635864
2018,IBRD only,IBD,30478923454219.6,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.16744995117188,14.1106300354004
2016,IBRD only,IBD,25985815318089,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.96209001541138,14.8206849098205
2019,IBRD only,IBD,31184076970102,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.88286006450653,14.147985458374
2017,IBRD only,IBD,28680103566456.8,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.00842487812043,14.4997596740723
2020,IBRD only,IBD,29900583521576.8,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,IDA & IBRD total,IBT,33422564858176.3,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.66319990158081,14.147985458374
2016,IDA & IBRD total,IBT,27944071146475.4,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.81920492649079,14.9271898269653
2017,IDA & IBRD total,IBT,30704487501895.7,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.91296994686127,15.3327951431274
2018,IDA & IBRD total,IBT,32623821519669.5,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.79841494560242,14.8701200485229
2020,IDA & IBRD total,IBT,32139314724146.1,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,IDA blend,IDB,998391254201.582,9.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.89800000190735,..
2020,IDA blend,IDB,961669400838.282,9.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,IDA blend,IDB,925118884014.572,9.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.86215496063233,15.68577003479
2018,IDA blend,IDB,966188380162.912,9.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.58728003501892,15.582799911499
2016,IDA blend,IDB,942117764046.8,9.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.36266994476318,13.8790850639343
2016,IDA only,IDX,1015969363852.14,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.26575493812561,15.3471603393555
2017,IDA only,IDX,1100367908800.73,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.74508500099182,16.1665592193604
2019,IDA only,IDX,1240944011863.71,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.44075500965118,..
2018,IDA only,IDX,1179942494586.42,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.50476503372192,15.8885202407837
2020,IDA only,IDX,1278442378837.88,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,IDA total,IDA,2239335266065.3,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.44283008575439,..
2018,IDA total,IDA,2146130874749.33,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.56255006790161,15.8884201049805
2020,IDA total,IDA,2239424393002.2,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,IDA total,IDA,2025486792815.3,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.7751499414444,15.9128103256226
2016,IDA total,IDA,1958087127898.94,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.5119800567627,15.0634803771973
2019,Iceland,ISL,24857740445.0401,10,..,..,..,..,36.142879486084,99.2928466796875,46.3101806640625,..,38.3473815917969,73.8671493530273,16.151819229126,1.38751995563507,..,..,..,..,..
2017,Iceland,ISL,24728285177.4603,10,93.8931884765625,96.2496032714844,97.58984375,95.4249572753906,..,..,..,..,..,..,..,..,..,..,..,7.58385992050171,17.0447006225586
2016,Iceland,ISL,20793168030.9524,10,95.1325302124023,96.319450378418,93.410530090332,95.4726104736328,..,..,..,..,..,..,..,..,27.93969,27.26717,19.91437,7.43219995498657,15.9746599197388
2018,Iceland,ISL,26267063757.5495,10,91.814567565918,95.427848815918,96.9555587768555,93.8878784179688,..,..,..,..,..,..,..,..,..,..,..,7.57405996322632,17.2171592712402
2020,Iceland,ISL,21718075725.2054,10,..,..,..,..,36.6183090209961,99.713623046875,46.0666313171387,..,38.7265892028809,74.1449813842773,16.8670806884766,1.41851997375488,..,..,..,..,..
2016,India,IND,2294797980509.01,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.45097994804382,12.7535495758057
2019,India,IND,2870504096717.77,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,India,IND,2660245248867.63,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,India,IND,2651472946374.91,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,India,IND,2701111782775.03,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Indonesia,IDN,1119091259074.62,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.84185004234314,..
2018,Indonesia,IDN,1042271531011.99,9,..,..,..,..,9.37423038482666,50.9141387939453,..,78.4278793334961,9.99415016174316,34.6013603210449,0.614300012588501,0.0501700006425381,..,..,..,3,20
2016,Indonesia,IDN,931877364177.742,9,..,..,..,..,8.79403018951416,43.9723091125488,..,80.2382736206055,9.39820003509521,33.7317504882813,0.548629999160767,0.0415799990296364,..,..,..,3.5,21.0787792205811
2020,Indonesia,IDN,1058423838345.14,9,..,..,..,..,10.5170803070068,54.5782318115234,..,81.9337005615234,11.0280704498291,38.1022605895996,0.618369996547699,0.044369999319315,..,..,..,..,17.2580509185791
2017,Indonesia,IDN,1015618742565.81,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.6699800491333,16.1104793548584
2016,"Iran, Islamic Rep.",IRN,417983583565.54,9,96.9310836791992,95.9418106079102,94.5502166748047,95.8913497924805,18.1766109466553,69.8314590454102,23.0621204376221,..,23.0621204376221,48.3857688903809,4.45792007446289,0.367540001869202,28.85249,36.52996,29.82631,3.36576008796692,19.4454307556152
2017,"Iran, Islamic Rep.",IRN,445345256459.105,9,98.7660980224609,99.0008392333984,87.4895706176758,95.7437973022461,..,..,..,..,..,..,..,..,30.12441,33.03826,32.63151,3.79040002822876,20.3052101135254
2018,"Iran, Islamic Rep.",IRN,294356680624.658,9,96.8949584960938,97.6356964111328,88.6715927124023,95.1224594116211,..,..,..,..,..,..,..,..,33.07452,34.40004,28.23956,3.9553599357605,21.1460399627686
2020,"Iran, Islamic Rep.",IRN,203471303952.344,9,..,..,90.0781173706055,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,"Iran, Islamic Rep.",IRN,258245497664.394,9,93.6412734985352,95.6290283203125,92.1641082763672,94.1414794921875,..,..,..,..,..,..,..,..,..,..,..,3.66319990158081,21.2461605072021
2016,Iraq,IRQ,166602488747.885,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Iraq,IRQ,187217660050.676,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Iraq,IRQ,227367469034.031,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Iraq,IRQ,166756984395.973,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Iraq,IRQ,235097182233.503,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Ireland,IRL,384853685231.018,10,91.9755096435547,93.782356262207,98.267578125,94.7925415039063,..,..,..,..,..,..,..,..,..,..,..,3.38309001922607,13.2029495239258
2019,Ireland,IRL,399122063504.148,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Ireland,IRL,334602299873.029,10,90.7772064208984,94.5710220336914,98.2416305541992,94.729621887207,31.1619205474854,86.1611022949219,42.9487991333008,..,36.656421661377,70.7767715454102,11.3766498565674,0.987839996814728,..,..,..,3.46884989738464,13.2017097473145
2016,Ireland,IRL,298725229419.215,10,92.4521331787109,90.8200378417969,95.8383102416992,92.5962982177734,..,..,..,..,..,..,..,..,37.31684,35.5457,19.58165,3.73173999786377,13.2103204727173
2020,Ireland,IRL,425888950992.003,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Isle of Man,IMN,6846691871.45558,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Isle of Man,IMN,6979581724.58172,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Isle of Man,IMN,7315388052.08067,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Isle of Man,IMN,7491969312.87525,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Israel,ISR,397934596952.56,15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Israel,ISR,355277223507.485,15,87.97216796875,90.617057800293,86.4077682495117,90.0792770385742,..,..,..,..,..,..,..,..,..,..,..,6.10272979736328,15.7010803222656
2016,Israel,ISR,319024417316.889,15,88.5053863525391,91.1247787475586,87.3668212890625,90.5763168334961,..,..,..,..,..,..,..,..,38.91034,30.78177,15.15743,5.8632698059082,15.4365997314453
2020,Israel,ISR,407100736594.064,15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Israel,ISR,373641241440.789,15,86.2370986938477,89.4124526977539,85.7687377929688,88.7930068969727,..,..,..,..,..,..,..,..,..,..,..,6.1648998260498,15.5212202072144
2017,Italy,ITA,1956950469673.29,12,99.1295623779297,..,93.6873092651367,97.9661712646484,..,..,..,..,..,..,..,..,..,..,..,4.04493999481201,8.29518032073975
2020,Italy,ITA,1888709443687.48,12,..,..,..,..,16.5459804534912,82.1943817138672,17.1370296478271,96.7274398803711,16.5650005340576,52.4560317993164,12.964750289917,0.401259988546371,..,..,..,..,..
2016,Italy,ITA,1875797463583.87,12,99.4702377319336,..,92.870849609375,96.4446334838867,..,..,..,..,..,..,..,..,23.94555,..,19.11673,3.81578993797302,7.77489995956421
2019,Italy,ITA,2009383867307.45,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Italy,ITA,2090910879119.33,12,98.9045333862305,98.6566925048828,90.6229629516602,97.2193832397461,..,..,..,..,..,..,..,..,..,..,..,4.2557201385498,8.79574012756348
2020,Jamaica,JAM,13812425036.5864,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.40337991714478,..
2018,Jamaica,JAM,15730793852.7913,6,98.7713317871094,97.7152862548828,98.0855102539063,98.0438385009766,..,..,..,..,..,..,..,..,34.16447,37.74991,19.59513,5.41380977630615,18.5839996337891
2016,Jamaica,JAM,14077109396.8584,6,97.6174011230469,97.9534378051758,95.7874908447266,97.3283386230469,..,..,..,..,..,..,..,..,35.87399,38.94375,18.22901,5.31461000442505,19.1451206207275
2017,Jamaica,JAM,14808989993.3185,6,98.1425094604492,97.3218383789063,95.29931640625,97.2133865356445,..,..,..,..,..,..,..,..,37.87799,36.25373,19.25634,5.26016998291016,18.4025402069092
2019,Jamaica,JAM,15830768549.8916,6,98.3654632568359,98.1260528564453,99.5154495239258,98.3605117797852,..,..,..,..,..,..,..,..,..,..,..,5.16364002227783,17.3139896392822
2020,Japan,JPN,5057758958706.64,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Japan,JPN,4930837369151.42,9,87.3790130615234,89.6210174560547,89.9177169799805,88.7863616943359,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Japan,JPN,5036891740656.35,9,87.9775314331055,90.1386337280273,91.8046493530273,89.7443618774414,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Japan,JPN,5003677627544.24,9,87.403450012207,89.4411773681641,89.6005401611328,88.6601028442383,..,..,..,..,..,..,..,..,35.11972,41.98022,19.79765,..,..
2019,Japan,JPN,5148781948478.17,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Jordan,JOR,44502895915.493,10,88.1394195556641,87.5682525634766,35.3086318969727,85.6811370849609,..,..,..,..,..,..,..,..,..,..,..,2.98847007751465,9.85974979400635
2018,Jordan,JOR,42932112676.0563,10,93.0839233398438,92.5295333862305,27.1660594940186,89.6038284301758,22.8436603546143,80.9466705322266,33.1225700378418,89.6709594726563,..,43.7317199707031,2.01114988327026,0.635039985179901,42.23935,34.45793,22.74788,2.98481011390686,9.82532024383545
2017,Jordan,JOR,41408960845.0704,10,95.9503402709961,92.8604965209961,94.4680099487305,94.3661193847656,..,..,..,..,..,..,..,..,43.24167,37.67145,18.53475,3.22853994369507,11.1960496902466
2016,Jordan,JOR,39892551126.7606,10,96.5127182006836,91.9032669067383,68.0528564453125,91.893913269043,..,..,..,..,..,..,..,..,42.53879,37.01023,19.93532,3.45282006263733,12.1501598358154
2020,Jordan,JOR,43697659295.7747,10,..,..,..,..,22.6858501434326,80.7258377075195,32.5574417114258,89.236572265625,..,50.2436408996582,2.13337993621826,0.722280025482178,..,..,..,..,..
2018,Kazakhstan,KAZ,179339994859.384,9,98.3197479248047,..,97.5390014648438,95.4510269165039,34.0811004638672,99.4586715698242,79.0202713012695,99.9406204223633,73.9102783203125,97.399787902832,0.0891700014472008,..,0.65782,..,9.38161,2.61595010757446,13.8801803588867
2016,Kazakhstan,KAZ,137278320084.171,9,98.6451568603516,95.6986465454102,95.2070236206055,95.9468612670898,..,..,..,..,..,..,..,..,..,68.56174,11.64466,2.97810006141663,13.8440999984741
2017,Kazakhstan,KAZ,166805800595.704,9,95.2565231323242,..,95.7211608886719,95.8016204833984,..,..,..,..,..,..,..,..,0.70626,..,10.56175,2.75081992149353,11.4199104309082
2019,Kazakhstan,KAZ,181667190075.541,9,100,..,100,100,..,..,..,..,..,..,..,..,..,..,..,2.8569700717926,14.1095304489136
2020,Kazakhstan,KAZ,171082379532.988,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Kenya,KEN,101013726529.063,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.07996988296509,..
2018,Kenya,KEN,92202956320.532,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.30625009536743,19.0351905822754
2019,Kenya,KEN,100555485831.944,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.97439002990723,..
2016,Kenya,KEN,74815121314.9381,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.36266994476318,17.3545703887939
2017,Kenya,KEN,82035800868.187,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.36668014526367,17.7087001800537
2017,Kiribati,KIR,187276124.790591,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.8631601333618,12.5488796234131
2020,Kiribati,KIR,197508774.344505,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.1776103973389
2016,Kiribati,KIR,178328984.096884,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.0935897827148,12.8880500793457
2019,Kiribati,KIR,188391770.636764,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.3946599960327,12.3946599960327
2018,Kiribati,KIR,200157020.642498,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.9682903289795,15.1397199630737
2020,"Korea, Dem. People's Rep.",PRK,..,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,"Korea, Dem. People's Rep.",PRK,..,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,"Korea, Dem. People's Rep.",PRK,..,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,"Korea, Dem. People's Rep.",PRK,..,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,"Korea, Dem. People's Rep.",PRK,..,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,"Korea, Rep.",KOR,1637895802792.9,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,"Korea, Rep.",KOR,1724845615629.26,9,82.0652465820313,85.7586975097656,86.9251174926758,84.7473831176758,..,..,..,..,..,..,..,..,..,..,..,4.45807981491089,..
2016,"Korea, Rep.",KOR,1500111596236.37,9,..,..,..,..,..,..,..,..,..,..,..,..,31.69974,38.67885,20.44728,4.33309984207153,..
2017,"Korea, Rep.",KOR,1623901496835.79,9,82.4365310668945,86.0983200073242,86.8573226928711,84.9943008422852,..,..,..,..,..,..,..,..,..,..,..,4.32823991775513,..
2019,"Korea, Rep.",KOR,1651422932447.77,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Kosovo,XKX,7180813375.50836,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Kosovo,XKX,7878508502.59802,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Kosovo,XKX,7899879086.43081,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Kosovo,XKX,6682832632.27806,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Kosovo,XKX,7716925356.12536,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Kuwait,KWT,120707435542.367,9,..,..,..,..,10.6672496795654,56.0804710388184,17.39208984375,61.9986686706543,17.39208984375,30.6030693054199,0.422369986772537,..,..,..,..,6.3654899597168,11.137809753418
2018,Kuwait,KWT,138182400331.126,9,..,..,..,..,11.1163301467896,55.9323883056641,18.50705909729,61.7958297729492,18.50705909729,31.1964302062988,0.453420013189316,..,..,..,..,6.38917016983032,11.7543096542358
2020,Kuwait,KWT,105960225688.145,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.55125999450684,11.912670135498
2019,Kuwait,KWT,136196760210.804,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.49243021011353,12.8262996673584
2016,Kuwait,KWT,109419728566.7,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.84771013259888,10.51535987854
2017,Kyrgyz Republic,KGZ,7702934800.12836,10,..,..,99.7833023071289,85.0939712524414,..,..,..,..,..,..,..,..,..,..,3.03152,6.02618980407715,16.2781391143799
2018,Kyrgyz Republic,KGZ,8271108638.39931,10,..,..,99.9150772094727,87.2941284179688,..,..,..,..,..,..,..,..,..,..,..,5.55267000198364,16.7959003448486
2019,Kyrgyz Republic,KGZ,8871026074.19762,10,..,..,97.7126693725586,89.8722991943359,..,..,..,..,..,..,..,..,..,..,..,5.36674976348877,16.472749710083
2016,Kyrgyz Republic,KGZ,6813092065.83507,10,..,..,99.5781936645508,82.2283630371094,..,..,..,..,..,..,..,..,..,..,3.02277,6.58615016937256,16.920919418335
2020,Kyrgyz Republic,KGZ,7735976272.75983,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Lao PDR,LAO,18897252232.5826,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Lao PDR,LAO,17071162084.4067,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Lao PDR,LAO,18141651381.3884,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Lao PDR,LAO,19132635711.6957,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
